Pressure [bar],Kp gain,Frequency [Hz],OBB front displacement [m],OBB rear displacement [m],Stand displacement [m],Stand arm displacement [m],OBB front phase [deg],OBB rear phase[deg],Stand phase [deg],Stand arm phase [deg],Piston amplitude [m],Tip amplitude [m],Tilt amplitude [m],Other modes amplitude [m]
0.002,0,20,4.217213537093552e-06,4.267127095125579e-06,5.782726295454189e-06,3.9451079259279544e-07,243.66648482179295,63.54482511244087,63.95929437078382,224.7576523864963,4.556384936015067e-06,2.4683423545902133e-08,6.39305146681012e-08,4.556384936015067e-06
0.002,0,25,1.7532930061172618e-06,1.6604138201937086e-06,2.2693909249443608e-06,1.46505333242039e-06,189.24197334389072,9.811296717340367,10.365071882332199,187.03541728640187,6.710562762734018e-06,3.1502767498790845e-08,5.903915447672985e-08,6.710562762734018e-06
0.002,0,30,6.744052351547742e-07,6.775859249184734e-07,9.174370901614086e-07,1.2191334812445792e-06,36.168823715983486,215.42451645856966,216.22920460748225,34.59326352408592,8.135601352674267e-06,5.6791783499641174e-08,5.8852514456401404e-08,8.135601352674267e-06
-0.25,0,3,1.7588017887238678e-07,1.7528115137567564e-07,6.902037343304805e-07,2.373647494437001e-06,2.207720675868805,181.6575806455206,218.98504200347026,114.35204338192884,1.0906079701251919e-07,6.1444097117737565e-09,1.1677008218848685e-08,8.466297525047309e-09
-0.25,0,5,4.5606913934476593e-08,4.62236342412026e-08,1.7819810263416893e-07,1.801398782005927e-07,9.331878176159375,194.053317446618,241.75045272944834,158.76818959109497,7.489600830786129e-08,2.173939679813813e-08,5.819389557045129e-09,2.006220578360497e-08
-0.25,0,7,1.5812969084193203e-08,1.7074238737105787e-08,1.2421124930810432e-07,1.436109612862676e-07,153.21267765728712,334.27978483739423,331.5031680564529,133.6406916585897,5.391238995421865e-07,1.1877227398689965e-08,2.9410203017835283e-08,2.5263647014210014e-08
-0.25,0,10,1.6393965075458115e-08,1.7144979759478042e-08,5.595224448953918e-08,5.804553627964745e-08,10.10736558371712,189.26516528963577,249.50884637448,36.64756987049379,7.521336899864643e-07,2.0929475721090627e-08,1.0170948557165283e-08,9.217764141681857e-09
-0.25,0,15,4.609562890612698e-09,4.578384592199529e-09,2.4234813630797716e-08,2.8142058550400103e-08,81.02864383822534,261.1030944197554,301.9057236357346,8.997672558953727,6.541095754287337e-07,1.3925255496112458e-09,1.2230483661211312e-08,6.541095754287337e-07
-0.25,0,20,6.018506527934738e-09,8.07020964168577e-09,1.3127071346849806e-08,2.158674822353317e-08,1.2656515907140062,156.82007585991286,211.9459507721227,358.56454207697516,1.5211163979478532e-06,2.5984682970736447e-08,2.2538074131347646e-08,1.3080346555012024e-08
-0.25,0,25,8.108331685292347e-09,7.882264738210497e-09,1.1678102248007465e-08,1.7480418744063707e-08,203.1210428699169,22.156533441957265,69.91308503702736,175.11258223029353,8.806401921287525e-06,5.2159890284675475e-08,7.751994188669652e-08,8.806401921287525e-06
-0.25,0,30,6.943379816745321e-07,6.836219823933787e-07,9.266761680177777e-07,1.2362608825329926e-06,318.3264604447919,138.08360230151533,138.88036341470848,317.203487344867,7.846743173804608e-06,5.2822220918359016e-08,5.961607010291534e-08,7.846743173804608e-06
-0.55,0,3,1.528639924696012e-07,1.5328006253999387e-07,9.973491237573279e-07,9.989570176997476e-07,358.6405119425753,175.25493394719473,91.65858798864228,290.76283571819334,2.3187126570054263e-07,1.2295467218229898e-08,1.754929571941232e-08,1.3392191442645956e-08
-0.55,0,5,3.9947242898401265e-08,3.76843956068287e-08,2.3696255086841662e-07,2.3599562106561262e-07,166.7871991429392,346.0298019503088,109.4795098348257,97.0824292084384,3.6699799546952e-07,1.1348700350042639e-08,2.4608438980822557e-08,1.268633295098892e-08
-0.55,0,7,1.6770747214224344e-08,1.436289609345701e-08,1.2003009059891003e-07,1.7377888224281637e-07,332.0458678624686,155.62767081117445,294.3170501671616,152.8723901436282,1.3394478850589487e-07,1.8545522644292252e-08,3.550096560648172e-08,1.3776862185792515e-08
-0.55,0,10,1.578343872256891e-08,1.3208575459138503e-08,9.193879857151892e-08,7.81746958270835e-08,194.00897046879416,15.100310992473078,310.27092019001407,160.23852420755733,3.683412697723397e-07,4.145687571615717e-08,2.3119889953015647e-08,2.5477448813931615e-08
-0.55,0,15,5.079322243247217e-09,5.07464442001179e-09,2.0538516227381876e-08,1.8819255966545345e-08,115.54840950153579,300.2778829141502,127.81993402102736,335.6098143427558,6.267320043411909e-07,2.1887603928224294e-08,1.835861512228077e-08,4.6717205957025526e-08
-0.55,0,20,8.11384733166256e-09,5.405128117257619e-09,1.510994301740784e-08,1.645214103677712e-08,232.35543235143547,122.09199191524934,89.04746338550737,268.09862257176746,1.561630056971352e-06,1.074397563084599e-08,1.956616805162496e-08,2.277092508837269e-08
-0.55,0,25,7.403976713741782e-09,7.381994067962512e-09,1.2194529475965976e-08,1.4237973089158542e-08,44.63401843761854,230.2791065144505,198.83397509395465,61.568169019694366,8.304514141791592e-06,3.813912551757497e-08,4.761186686413971e-08,8.304514141791592e-06
-0.55,0,30,6.902066010478106e-07,6.740278628338683e-07,9.162941978223448e-07,1.2330324634005363e-06,123.36399390094866,303.14214170246265,303.9348580578809,122.18978200041276,8.775696446020745e-06,4.4482013089027466e-08,6.162277318351945e-08,8.775696446020745e-06
